Bielawa;Sowia;58260
Bielawa;Pod Lasem;58260
Bielawa;Ludwika Waryńskiego;58260
Bielawa;Słowiańska;58260
Bielawa;Nowobielawska;58260
Bielawa;Słomiana;58260
Bielawa;Leśna;58260
Bielawa;Majowa;58260
Bielawa;Jasna;58260
Bielawa;Podgórskie;58260
Bielawa;Fryderyka Chopina;58260
Bielawa;Wiejska;58260
Bielawa;Adama Mickiewicza;58260
Bielawa;Juliusza Słowackiego;58260
Bielawa;XXV-lecia;58260
Bielawa;Generała Władysława Andersa;58260
Bielawa;Ignacego Paderewskiego;58260
Bielawa;1 Maja;58260
Bielawa;3 Maja;58260
Bielawa;Jana Kilińskiego;58260
Bielawa;Wincentego Witosa;58260
Bielawa;Krucza;58260
Bielawa;Brzeżna;58260
Bielawa;Wodna;58260
Bielawa;Tulipanowa;58260
Bielawa;Tkacka;58260
Bielawa;Księdza Romana Biskupa;58260
Bielawa;Makowa;58260
Bielawa;Piławska;58260
Bielawa;Fiołkowa;58260
Bielawa;Wolności;58260
Bielawa;Przemysłowa;58260
Bielawa;Piastowska;58260
Bielawa;Hotelowa;58260
Bielawa;Włókniarzy;58260
Bielawa;Stefana Żeromskiego;58260
Bielawa;Elizy Orzeszkowej;58260
Bielawa;Cypriana Kamila Norwida;58260
Bielawa;Juliana Tuwima;58260
Bielawa;Marii Konopnickiej;58260
Bielawa;Bolesława Prusa;58260
Bielawa;Władysława Stanisława Reymonta;58260
Bielawa;Krzysztofa Kamila Baczyńskiego;58260
Bielawa;Europejskie;58260
Bielawa;Obrońców Westerplatte;58260
Ostroszowice;Ogrodowa;58262
Ostroszowice;;58262
Owiesno;;58262
Ostroszowice;Jodłownicka;58262
Ostroszowice;Krótka;58262
Ostroszowice;Leśna;58262
Ostroszowice;Nowe;58262
Ostroszowice;Bielawska;58262
Ostroszowice;Stawowa;58262
Bielawa;Sosnowa;58260
Bielawa;Władysława Sikorskiego;58260
Bielawa;Jana III Sobieskiego;58260
Bielawa;Wojska Polskiego;58260
Bielawa;Ostroszowicka;58260
Ostroszowice;Fabryczna;58262
Ostroszowice;Polna;58262
Ostroszowice;Piaskowe;58262
Grodziszcze;;58262
Grodziszcze;Stary Młyn;58262
Rudnica;;58262
Bielawa;Szewska;58260
Rudnica;Kolonia Rudnicka;58262
Bielawa;Wiosenna;58260
Bielawa;Komandora Stefana Frankowskiego;58260
Bielawa;Polna;58260
Bielawa;Kasztanowa;58260
Bielawa;Bukowa;58260
Bielawa;Boczna;58260
Bielawa;Akacjowa;58260
Bielawa;Graniczna;58260
Bielawa;Brzozowa;58260
Bielawa;Jodłowa;58260
Bielawa;Czerwona;58260
Bielawa;Wysoka;58260
Bielawa;Janusza Korczaka;58260
Bielawa;Lipowa;58260
Bielawa;Kamienna;58260
Bielawa;Legionów;58260
Bielawa;Młodych;58260
Bielawa;Teatralna;58260
Bielawa;Ludowa;58260
Bielawa;Mikołaja Kopernika;58260
Bielawa;22 Lipca;58260
Bielawa;Kościelny;58260
Bielawa;Mała;58260
Bielawa;Rotmistrza Witolda Pileckiego;58260
Bielawa;Przeskok;58260
Bielawa;Kwiatowa;58260
Bielawa;Spółdzielcza;58260
Bielawa;Władysława Grabskiego;58260
Bielawa;Różana;58260
Bielawa;Bankowa;58260
Bielawa;Lotnicza;58260
Bielawa;Ostatnia;58260
Bielawa;Sportowa;58260
Bielawa;Adama Asnyka;58260
Bielawa;Krańcowa;58260
Bielawa;Henryka Sienkiewicza;58260
Bielawa;Azaliowa;58260
Bielawa;Klonowa;58260
Bielawa;Strażacka;58260
Bielawa;Cmentarna;58260
Bielawa;Willowa;58260
Bielawa;Górska;58260
Bielawa;Wiśniowa;58260
Bielawa;Zaułek Wiśniowy;58260
Bielawa;Bohaterów Getta;58260
Bielawa;Stanisława Staszica;58260
Bielawa;Wschodnia;58260
Bielawa;Osiedlowa;58260
Bielawa;Miodowa;58260
Bielawa;Kolejowa;58260
Bielawa;Handlowa;58260
Bielawa;Prosta;58260
Bielawa;Dzierżoniowska;58260
Bielawa;Szkolna;58260
Bielawa;Bolesława Chrobrego;58260
Bielawa;Słoneczna;58260
Bielawa;Generała Grota-Roweckiego;58260
Bielawa;11 Listopada;58260
Bielawa;Młodzieży;58260
Bielawa;Krótka;58260
Bielawa;Niecała;58260
Bielawa;Łabędzia;58260
Bielawa;Szpakowa;58260
Bielawa;Gołębia;58260
Bielawa;Owocowa;58260
Bielawa;Parkowa;58260
Bielawa;Kazimierza Pułaskiego;58260
Bielawa;Tadeusza Kościuszki;58260
Bielawa;Pocztowa;58260
Bielawa;Ceglana;58260
Bielawa;Rolna;58260
Bielawa;Grunwaldzka;58260
Bogatynia;Rotmistrza Witolda Pileckiego;59920
Bogatynia;Marii Skłodowskiej-Curie;59920
Bogatynia;Włókiennicza;59920
Bogatynia;Aleksandra Puszkina;59920
Bogatynia;Stanisława Wyspiańskiego;59920
Bogatynia;Krzywa;59920
Bogatynia;Krótka;59920
Bogatynia;Generała Emila Fieldorfa-Nila;59920
Bogatynia;Tadeusza Kościuszki;59920
Bogatynia;Białogórska;59920
Bogatynia;Bohaterów Warszawy;59920
Bogatynia;Spokojna;59920
Bogatynia;Listopadowa;59920
Bogatynia;Opolowska;59920
Bogatynia;Krakowska;59920
Bogatynia;Robotnicza;59920
Porajów;Piastowskie;59921
Sieniawka;Piastowska;59921
Jasna Góra;Sportowa;59921
Sieniawka;Błogosławionego Księdza Jerzego Popiełuszki;59921
Sieniawka;Rolnicza;59921
Porajów;Mostowa;59921
Jasna Góra;Górska;59921
Sieniawka;Kolejowa;59921
Bogatynia;Piaskowa;59920
Sieniawka;Bogatyńska;59921
Bogatynia;Żwirkowa;59920
Kopaczów;Krótka;59921
Opolno-Zdrój;Parkowa;59922
Kopaczów;Główna;59921
Porajów;Papieża Jana Pawła II;59921
Opolno-Zdrój;Krakowska;59922
Opolno-Zdrój;Polna;59922
Opolno-Zdrój;Kasztanowa;59922
Porajów;Józefa Poniatowskiego;59921
Opolno-Zdrój;Rybarzowicka;59922
Porajów;Leśna;59921
Porajów;Końcowa;59921
Opolno-Zdrój;Kościelna;59922
Opolno-Zdrój;Generała Władysława Sikorskiego;59922
Opolno-Zdrój;Zdrojowa;59922
Porajów;Stawowa;59921
Kopaczów;Aleja Trzech Państw;59921
Opolno-Zdrój;Lipowa;59922
Porajów;Spokojna;59921
Porajów;Wspólna;59921
Opolno-Zdrój;Prezydenta Gabriela Narutowicza;59922
Porajów;Polna;59921
Porajów;Wąska;59921
Porajów;Krzywa;59921
Porajów;Górnicza;59921
Porajów;Wojska Polskiego;59921
Porajów;Ogrodowa;59921
Opolno-Zdrój;Bogatyńska;59922
Porajów;Różana;59921
Porajów;Boczna;59921
Porajów;Tęczowa;59921
Opolno-Zdrój;Zamknięta;59922
Porajów;Dębowa;59921
Białopole;Graniczna;59921
Białopole;Leśna;59921
Bogatynia;Jana Kochanowskiego;59920
Bogatynia;Nadbrzeżna;59920
Bogatynia;Piastowska;59920
Bogatynia;Biskupia;59920
Bogatynia;Jana Kilińskiego;59920
Bogatynia;Armii Krajowej;59920
Bogatynia;1 Maja;59920
Bogatynia;Spółdzielcza;59920
Bogatynia;Dzika;59920
Bogatynia;Marszałka Józefa Piłsudskiego;59920
Bogatynia;Śmiała;59920
Bogatynia;Przodowników Pracy;59920
Bogatynia;Zamknięta;59920
Bogatynia;Polna;59920
Bogatynia;Dworska;59920
Bogatynia;Strumykowa;59920
Bogatynia;Turowska;59920
Bogatynia;Ignacego Daszyńskiego;59920
Bogatynia;Stefana Okrzei;59920
Bogatynia;Janusza Kusocińskiego;59920
Bogatynia;Stanisława Moniuszki;59920
Bogatynia;Sportowa;59920
Bogatynia;Energetyków;59920
Bogatynia;Romualda Traugutta;59920
Bogatynia;Prymasa Tysiąclecia Kardynała Stefana Wyszyńskiego;59920
Bogatynia;Sztygarska;59920
Bogatynia;Krzysztofa Komedy-Trzcińskiego;59920
Bogatynia;Szpitalna;59920
Bogatynia;Fryderyka Chopina;59920
Bogatynia;Świętego Jana Pawła II;59920
Bogatynia;Ignacego Paderewskiego;59920
Bogatynia;Pocztowa;59920
Bogatynia;Mikołaja Kopernika;59920
Bogatynia;Wąska;59920
Bogatynia;Jesienna;59920
Bogatynia;Sudecka;59920
Bogatynia;Leśna;59920
Bogatynia;Górna;59920
Bogatynia;Olgi Boznańskiej;59920
Bogatynia;Wiosenna;59920
Bogatynia;Karkonoska;59920
Bogatynia;Główna;59920
Bogatynia;Generała Józefa Dąbrowskiego;59920
Bogatynia;Nadrzeczna;59920
Bogatynia;Jana Zamoyskiego;59920
Bogatynia;Izerska;59920
Bogatynia;Artura Grottgera;59920
Bogatynia;Kolejowa;59920
Bogatynia;Górska;59920
Bogatynia;Letnia;59920
Bogatynia;Franciszka Fałata;59920
Bogatynia;Dobra;59920
Bogatynia;Juliusza Słowackiego;59920
Bogatynia;Żołnierzy II AWP;59920
Bogatynia;3 Maja;59920
Bogatynia;Juliusza Kossaka;59920
Bogatynia;Bolesława Prusa;59920
Bogatynia;Fabryczna;59920
Bogatynia;Zygmuntowska;59920
Bogatynia;Marii Konopnickiej;59920
Bogatynia;Pastwiskowa;59920
Bogatynia;Jana Matejki;59920
Bogatynia;Leona Wyczółkowskiego;59920
Bogatynia;Józefa Chełmońskiego;59920
Bogatynia;Słowiańska;59920
Bogatynia;Karola Szymanowskiego;59920
Bogatynia;Ludomira Różyckiego;59920
Bogatynia;Henryka Wieniawskiego;59920
Bogatynia;Warszawska;59920
Bogatynia;Mieczysława Karłowicza;59920
Bogatynia;Jacka Malczewskiego;59920
Bogatynia;Jana Styki;59920
Bogatynia;Stanisława Reymonta;59920
Bogatynia;Dworcowa;59920
Bogatynia;Kazimierza Wielkiego;59920
Bogatynia;Mieszka I;59920
Bogatynia;Orła Białego;59920
Bogatynia;Bolesława Chrobrego;59920
Bogatynia;Żołnierzy Niezłomnych;59920
Bogatynia;Zygmunta Starego;59920
Bogatynia;Żytawska;59920
Bogatynia;Partyzantów;59920
Bogatynia;Henryka Sienkiewicza;59920
Bogatynia;Ludowa;59920
Bogatynia;Wspólna;59920
Bogatynia;Stefana Batorego;59920
Bogatynia;Generała Józefa Bema;59920
Bogatynia;Zwycięstwa;59920
Bogatynia;Wolności;59916
Bogatynia;Lipowa;59916
Bogatynia;Łąkowa;59916
Lutogniewice;;59916
Posada;;59916
Bratków;;59916
Bogatynia;Słoneczna;59916
Bogatynia;Młodych Energetyków;59916
Bogatynia;Zgorzelecka;59920
Krzewina;;59916
Bogatynia;Łużycka;59916
Bogatynia;Zielona;59916
Bogatynia;Jasna;59916
Bogatynia;Rolnicza;59916
Bogatynia;Kurzańska;59920
Bogatynia;Konrada;59916
Bogatynia;Górnicza;59916
Bogatynia;Okólna;59916
Bogatynia;Nowa;59916
Bogatynia;Osadnicza;59916
Bogatynia;Parkowa;59916
Bogatynia;Ogrodowa;59916
Wolanów;;59916
Bogatynia;Kręta;59916
Bogatynia;Komuny Paryskiej;59916
Bogatynia;Dębowa;59916
Bogatynia;Wesoła;59916
Bogatynia;Spacerowa;59916
Wyszków;;59916
Bogatynia;Francuska;59916
Działoszyn;;59915
Bogatynia;Środkowa;59916
Bogatynia;Adama Mickiewicza;59916
Bogatynia;Cicha;59916
Bogatynia;Wiejska;59916
Boguszów-Gorce;Anny Walentynowicz;58370
Boguszów-Gorce;Mikołaja Reja;58370
Boguszów-Gorce;Ogrodowa;58370
Boguszów-Gorce;Generała Stefana Grota-Roweckiego;58370
Boguszów-Gorce;Wałbrzyska;58370
Boguszów-Gorce;Nadziei;58370
Boguszów-Gorce;Pokoju;58370
Boguszów-Gorce;Ludwika Waryńskiego;58370
Boguszów-Gorce;Krakowska;58370
Boguszów-Gorce;Wrzosowa;58370
Boguszów-Gorce;Sobięcińska;58370
Boguszów-Gorce;Lawendowa;58370
Czarny Bór;Nadrzeczna;58379
Boguszów-Gorce;Zwycięstwa;58371
Boguszów-Gorce;Warszawska;58371
Jabłów;Osiedle Górnicze;58371
Jabłów;Główna;58371
Boguszów-Gorce;Górnicza;58371
Boguszów-Gorce;Fryderyka Chopina;58371
Czarny Bór;Parkowa;58379
Boguszów-Gorce;Jana Kochanowskiego;58371
Boguszów-Gorce;Partyzantów;58371
Jabłów;Polna;58371
Czarny Bór;Słoneczna;58379
Boguszów-Gorce;Spokojna;58371
Boguszów-Gorce;Cicha;58371
Czarny Bór;Kamiennogórska;58379
Boguszów-Gorce;Tadeusza Kościuszki;58371
Boguszów-Gorce;Nowy Lubominek;58371
Boguszów-Gorce;Główna;58370
Boguszów-Gorce;1 Maja;58370
Boguszów-Gorce;Rynek;58370
Boguszów-Gorce;Marcina Kasprzaka;58370
Boguszów-Gorce;Browarna;58370
Boguszów-Gorce;Kolejowa;58370
Boguszów-Gorce;Szkolna;58370
Boguszów-Gorce;Odrodzenia;58370
Boguszów-Gorce;Kazimierza Tetmajera;58370
Boguszów-Gorce;Jana Kasprowicza;58370
Boguszów-Gorce;Stanisława Wyspiańskiego;58370
Boguszów-Gorce;Jana Pawła II;58370
Boguszów-Gorce;Słodowa;58370
Boguszów-Gorce;Adama Mickiewicza;58370
Boguszów-Gorce;Strażacka;58370
Boguszów-Gorce;Racławicka;58370
Boguszów-Gorce;Wojciecha Kossaka;58370
Boguszów-Gorce;Władysława Jagiełły;58370
Boguszów-Gorce;Antoniego Józefa Madalińskiego;58370
Boguszów-Gorce;Janusza Kusocińskiego;58370
Boguszów-Gorce;Kamieniogórska;58370
Boguszów-Gorce;Władysława Sikorskiego;58370
Boguszów-Gorce;Henryka Sienkiewicza;58370
Boguszów-Gorce;Dworcowa;58370
Boguszów-Gorce;Józefa Poniatowskiego;58370
Boguszów-Gorce;Towarowa;58372
Boguszów-Gorce;Generała Józefa Bema;58372
Boguszów-Gorce;Bartosza Głowackiego;58370
Boguszów-Gorce;Polna;58372
Boguszów-Gorce;Sportowa;58372
Boguszów-Gorce;Rzeźniana;58370
Boguszów-Gorce;Stefana Żeromskiego;58372
Boguszów-Gorce;Jasna;58370
Boguszów-Gorce;Zachodnia;58371
Boguszów-Gorce;Jana Matejki;58372
Boguszów-Gorce;Kosynierów;58370
Boguszów-Gorce;Leśna;58370
Boguszów-Gorce;Łączna;58370
Boguszów-Gorce;Młodzieży Polskiej;58370
Boguszów-Gorce;Zielona;58372
Boguszów-Gorce;Piotra Skargi;58372
Boguszów-Gorce;Różana;58371
Boguszów-Gorce;Miła;58372
Boguszów-Gorce;Dębowa;58372
Boguszów-Gorce;Królowej Jadwigi;58372
Boguszów-Gorce;Osiedle Górnicze;58370
Boguszów-Gorce;Świerkowa;58370
Boguszów-Gorce;Wincentego Witosa;58370
Boguszów-Gorce;Hugo Kołłątaja;58370
Boguszów-Gorce;Mała;58372
Boguszów-Gorce;Boczna;58370
Boguszów-Gorce;Jana Kilińskiego;58370
Boguszów-Gorce;Zamkowa;58370
Boguszów-Gorce;Świętej Barbary;58370
Boguszów-Gorce;Promyka;58372
Boguszów-Gorce;Wysoka;58372
Boguszów-Gorce;Wąska;58372
Boguszów-Gorce;Średnia;58372
Boguszów-Gorce;Wincentego Pola;58372
Boguszów-Gorce;Górna;58372
Boguszów-Gorce;Krótka;58372
Boguszów-Gorce;Tunel;58372
Boguszów-Gorce;Władysława Stanisława Reymonta;58372
Boguszów-Gorce;Lipowa;58370
Boguszów-Gorce;Piękna;58372
Boguszów-Gorce;Mikołaja Kopernika;58372
Boguszów-Gorce;Azaliowa;58370
Boguszów-Gorce;Kwiatowa;58370
Boguszów-Gorce;Akacjowa;58370
Boguszów-Gorce;Władysława Grabskiego;58372
Boguszów-Gorce;Juliusza Słowackiego;58371
Boguszów-Gorce;Grunwaldzka;58371
Boguszów-Gorce;Romualda Traugutta;58371
Boguszów-Gorce;Stanisława Staszica;58371
Boguszów-Gorce;Olimpijska;58371
Boguszów-Gorce;Słoneczna;58371
Boguszów-Gorce;Władysława Broniewskiego;58371
Borówno;;58379
Czarny Bór;Zamkowa;58379
Witków;;58373
Czarny Bór;Górnicza;58379
Jaczków;;58373
Czarny Bór;Leśna;58379
Czarny Bór;Główna;58379
Czarny Bór;Kolejowa;58379
Czarny Bór;Kwiatowa;58379
Czarny Bór;Krótka;58379
Czarny Bór;Świerkowa;58379
Czarny Bór;Wałbrzyska;58379
Czarny Bór;Sportowa;58379
Grzędy;;58379
Czarny Bór;Wesoła;58379
Grzędy Górne;;58379
Czarny Bór;Brzozowa;58379
Czarny Bór;Skalników;58379
Czarny Bór;Polna;58379
Czarny Bór;Malinowa;58379
Boguszów-Gorce;Kazimierza Pułaskiego;58371
Bolesławiec;Ogrodowa;59700
Bolesławiec;Ignacego Daszyńskiego;59700
Bolesławiec;Kaszubska;59700
Bolesławiec;Hutnicza;59700
Bolesławiec;Polna;59700
Bolesławiec;Wolności;59700
Bolesławiec;Tamka;59700
Bolesławiec;Ciesielska;59700
Bolesławiec;Bolesława Chrobrego;59700
Bolesławiec;Juliusza Słowackiego;59700
Bolesławiec;Sądowa;59700
Bolesławiec;Elizy Orzeszkowej;59700
Bolesławiec;Józefa Ignacego Kraszewskiego;59700
Bolesławiec;Mostowa;59700
Bolesławiec;Słowiańska;59700
Bolesławiec;Romualda Traugutta;59700
Bolesławiec;Dolne Młyny;59700
Bolesławiec;Wesoła;59700
Bolesławiec;Kazimierza Wielkiego;59700
Bolesławiec;Bohaterów Getta;59700
Bolesławiec;Targowa;59700
Bolesławiec;Stanisława Małachowskiego;59700
Bolesławiec;Nadrzeczna;59700
Bolesławiec;Generała Józefa Bema;59700
Bolesławiec;Grunwaldzka;59700
Bolesławiec;Franciszka Salezego Jezierskiego;59700
Bolesławiec;Konstytucji 3 Maja;59700
Bolesławiec;Wierzbowa;59700
Bolesławiec;Graniczna;59700
Bolesławiec;Topolowa;59700
Bolesławiec;Akacjowa;59700
Bolesławiec;Klonowa;59700
Bolesławiec;Brzozowa;59700
Bolesławiec;Łąkowa;59700
Bolesławiec;Lipowa;59700
Bolesławiec;Wałowa;59700
Bolesławiec;Dębowa;59700
Bolesławiec;Walerego Wróblewskiego;59700
Bolesławiec;Stanisława Staszica;59700
Bolesławiec;Góralska;59700
Bolesławiec;Jagiellonów;59700
Bolesławiec;Piastów;59700
Bolesławiec;Tysiąclecia;59700
Bolesławiec;Spokojna;59700
Bolesławiec;Jana Pawła II;59700
Bolesławiec;Władysława Łokietka;59700
Bolesławiec;Górne Młyny;59700
Bolesławiec;Pomorska;59700
Bolesławiec;Masarska;59700
Bolesławiec;Bobrowa;59700
Bolesławiec;Sportowa;59700
Bolesławiec;Gdańska;59700
Bolesławiec;Orla;59700
Bolesławiec;10 Marca;59700
Bolesławiec;Rajska;59700
Bolesławiec;Zgorzelecka;59700
Bolesławiec;Kwiatowa;59700
Bolesławiec;Mazowiecka;59700
Bolesławiec;Piastowski;59700
Bolesławiec;Narcyzów;59700
Bolesławiec;Skalna;59700
Bolesławiec;Żwirowa;59700
Bolesławiec;Astrów;59700
Bolesławiec;Bławatkowa;59700
Bolesławiec;Rumianków;59700
Bolesławiec;Jasna;59700
Bolesławiec;Spacerowa;59700
Bolesławiec;Bazaltowa;59700
Bolesławiec;Zabobrze;59700
Bolesławiec;Generała Augusta Emila Fieldorfa "Nila";59700
